horizon_s,metric,mean_difference_m,relative_improvement_percent,holm_p,crossed_ci_low_m,crossed_ci_high_m,seeds_favoring_full,seed_count,evidence_class
32,ade,-108.4965505623453,17.260390256651778,0.00039998000099995,-141.8472186729191,-68.74935532935413,3,3,seed_and_trajectory_robust_improvement
32,fde,-80.94812068461117,15.435147438000552,0.00039998000099995,-149.3563472376812,-32.880719885268505,3,3,seed_and_trajectory_robust_improvement
64,ade,-78.8973877672127,12.50593253147795,0.00039998000099995,-105.16367434252138,-51.52780534708281,3,3,seed_and_trajectory_robust_improvement
64,fde,-58.853758140645894,6.352941397872486,0.00039998000099995,-140.9292578914444,10.420856471539976,3,3,trajectory_conditional_average_improvement_only
128,ade,-104.67491036471786,7.822565219043284,0.00039998000099995,-162.68898227082767,-41.912245314684284,3,3,seed_and_trajectory_robust_improvement
128,fde,-192.2279620194262,5.4037815914302545,0.00039998000099995,-513.604898274613,96.87120950348418,2,3,trajectory_conditional_average_improvement_only
256,ade,-126.6195696387291,2.561841682639842,0.004899755012249388,-447.7187377382033,162.2274652069727,2,3,trajectory_conditional_average_improvement_only
256,fde,-396.7763386631914,2.690681266840513,0.004899755012249388,-1394.2552028575767,942.8923746214239,2,3,trajectory_conditional_average_improvement_only
