experiment,phase,seed,eval_protocol,eval_ar_seed_mode,train_supervision_protocol,optimizer_profile,strict_repro_mode,scenario_type,scenario_value,model,horizon,metric,value
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,FEDformer,256,ade_mean,112061.0601196289
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,FEDformer,256,ade_std,1786.2927856445312
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,mse_mean,0.0007983315508681699
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,mse_std,0.0001583774010214256
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,mae_mean,0.019794310654106084
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,mae_std,0.0033993880133493803
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,fde_mean,29120.91813659668
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,fde_std,9615.606216430664
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,ade_mean,29359.412384033203
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,32,ade_std,9952.808380126953
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,mse_mean,0.0014634463404945564
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,mse_std,0.0002898264501709491
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,mae_mean,0.0252692976500839
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,mae_std,0.0033061986323446035
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,fde_mean,220922.3572998047
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,fde_std,43976.96960449219
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,ade_mean,46819.88525390625
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,64,ade_std,10263.528137207031
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,mse_mean,0.0013039077994108084
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,mse_std,0.0002765534454738372
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,mae_mean,0.023448263091268018
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,mae_std,0.003530594753101468
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,fde_mean,32443.57455444336
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,fde_std,8853.38119506836
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,ade_mean,47476.29672241211
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,128,ade_std,10573.095733642578
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,mse_mean,0.0013039077994108084
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,mse_std,0.0002765534454738372
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,mae_mean,0.023448263091268018
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,mae_std,0.003530594753101468
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,fde_mean,32443.57455444336
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,fde_std,8853.38119506836
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,ade_mean,47476.29672241211
exp1_sota,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,iTransformer,256,ade_std,10573.095733642578
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mse,0.16966613628246166
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mae,0.2590433260442789
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,rmse,0.4119054943581861
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mse,0.13724016464296193
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mae,0.23385766017584153
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,rmse,0.370459396753493
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mse,0.06063579641742471
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mae,0.10565862671337992
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,rmse,0.24624336827095408
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mse,0.16924058168513295
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mae,0.18964583926730685
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,rmse,0.4113886017929191
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mse,0.09790956881801778
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mae,0.17058747122807758
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,rmse,0.312905047607126
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mse,0.15566247225788885
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mae,0.22151271576744047
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,rmse,0.3945408372499466
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mse,0.06913787347299082
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mae,0.11796636338096587
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,rmse,0.2629408174342485
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mse,0.11361547470092774
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mae,0.17343293193927026
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,rmse,0.337068946509357
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mse,0.12331968801992911
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mae,0.18116880691591114
exp2_ablation,phase1_structural_mse_only,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,rmse,0.3511690305535628
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mse,0.1765555616465125
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mae,0.26834784048574944
exp2_ablation,phase1_structural_mse_only,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,rmse,0.42018515162546205
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mse,0.16191831282627436
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mae,0.2814727802041136
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,rmse,0.4023907464471249
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mse,0.13956876998085052
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,mae,0.1959960507365411
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,Transformer (baseline),64,rmse,0.37358903889280604
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mse,0.18969296647687997
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mae,0.24668419575004422
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,rmse,0.4355375603514351
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mse,0.2096845747708293
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,mae,0.273831698413739
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer (A+B+C),64,rmse,0.4579132830251043
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mse,0.18474170935987935
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mae,0.25543465210086524
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,rmse,0.42981590170662526
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mse,0.18154918356687444
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,mae,0.249807374742296
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o A,64,rmse,0.4260858875471874
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mse,0.1695898349589281
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mae,0.2047493002934711
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,rmse,0.4118128640036978
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mse,0.06991193151277769
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,mae,0.11515828167950666
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o B,64,rmse,0.2644086449282203
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mse,0.13924038263014804
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mae,0.19615561544159313
exp2_ablation,phase2_structural_with_physics,42,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,rmse,0.37314927660407976
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mse,0.25064979364842543
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,mae,0.29291997603428216
exp2_ablation,phase2_structural_with_physics,123,strict_autoregressive,zero,shifted_next_step,enhanced,False,,,PLGAFormer w/o C,64,rmse,0.5006493719644772
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.0,PLGAFormer (proposed),64,mse,0.27512758277816535
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.0,PLGAFormer (proposed),64,mae,0.37610962259916614
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.05,PLGAFormer (proposed),64,mse,0.2755380011414304
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.05,PLGAFormer (proposed),64,mae,0.37654528657595315
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.1,PLGAFormer (proposed),64,mse,0.27674837677567093
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.1,PLGAFormer (proposed),64,mae,0.37782330018502697
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.15,PLGAFormer (proposed),64,mse,0.2787629028382125
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.15,PLGAFormer (proposed),64,mae,0.37989626064712617
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.2,PLGAFormer (proposed),64,mse,0.2811801919892982
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,noise,0.2,PLGAFormer (proposed),64,mae,0.38231543752882213
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.0,PLGAFormer (proposed),64,mse,0.27512758277816535
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.0,PLGAFormer (proposed),64,mae,0.37610962259916614
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.05,PLGAFormer (proposed),64,mse,0.3003023995293511
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.05,PLGAFormer (proposed),64,mae,0.39584127220106713
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.1,PLGAFormer (proposed),64,mse,0.3265436995618137
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.1,PLGAFormer (proposed),64,mae,0.4162515017427044
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.15,PLGAFormer (proposed),64,mse,0.35544569227430556
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.15,PLGAFormer (proposed),64,mae,0.43773609435116806
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.2,PLGAFormer (proposed),64,mse,0.38463669516422133
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,missing,0.2,PLGAFormer (proposed),64,mae,0.45893726566691456
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,16,PLGAFormer (proposed),64,mse,0.4285933971552201
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,16,PLGAFormer (proposed),64,mae,0.45155262923535006
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,32,PLGAFormer (proposed),64,mse,0.37408999585811004
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,32,PLGAFormer (proposed),64,mae,0.4353716974788242
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,48,PLGAFormer (proposed),64,mse,0.31105522919584205
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,48,PLGAFormer (proposed),64,mae,0.40557698051134744
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,64,PLGAFormer (proposed),64,mse,0.27512758277816535
exp3_robustness,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,input_length,64,PLGAFormer (proposed),64,mae,0.37610962259916614
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,mse_scaled,0.12596700069345074
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,mse_physical,2246373.6796296295
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,height_violation_rate,0.0
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,velocity_violation_rate,0.0711941189236111
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,acceleration_violation_rate,0.055976019965277776
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,position_smoothness_ratio,1.58956356563724
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,Transformer (baseline),128,velocity_smoothness_ratio,1.58956356563724
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,mse_scaled,0.2603123477947565
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,mse_physical,6048751.912098765
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,height_violation_rate,0.0
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,velocity_violation_rate,0.041937934027777776
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,acceleration_violation_rate,0.039252387152777776
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,position_smoothness_ratio,1.7173070134656014
exp4_physics_consistency,,,strict_autoregressive,zero,shifted_next_step,enhanced,False,physics,overall,PLGAFormer (proposed),128,velocity_smoothness_ratio,1.7173070134656014
